Name,TwitterHandle,Date,TweetUrl,Text,Location,TimeZone,Language,VizPic,Latitude,Longitude
Yanning Wang,yanningwang,1/2/2018 4:44,https://t.co/JrEzVyeF6J,"#MakeoverMonday 2018Week1 - Trends in meat consumption in the US from 1965 to 2016
#Tableau #MMDataCamp? https://t.co/JrEzVyeF6J","Gainesville, FL",Eastern Time (US & Canada),en,,29.6519396,-82.3249961
Zak Geis,zaksviz,1/2/2018 4:43,https://t.co/vTi38G43Jd,Kicking off the new year with a #makeovermonday viz.  I'm hoping to be more dedicated in 2018!  Thanks for your tim? https://t.co/vTi38G43Jd,Unknown,Pacific Time (US & Canada),en,,,
Brian,Letz00,1/2/2018 4:06,https://t.co/7CnYnHZwA1,"First #MakeoverMonday!!! Looking forward to interacting with the @Tableau community.  

https://t.co/7CnYnHZwA1 https://t.co/7GpZ6iNY7L",Letzelter,Unknown,en,http://pbs.twimg.com/media/DSgfa4WWsAA7nuH.jpg,49.816632,6.7524614
Peter Fakan,PeterFakan,1/2/2018 3:47,https://t.co/xzhDy62pRI,Makeover Monday 01/2018 https://t.co/xzhDy62pRI #MakeoverMonday,Unknown,Unknown,en,,,
Jason Browning,jason_from_ky,1/2/2018 3:47,https://t.co/ElF4ziC8UF,My first submission to a @Tableau #MakeoverMonday - please be gentle.  Committed to engaging more with the user com? https://t.co/ElF4ziC8UF,"Wyoming, USA",Eastern Time (US & Canada),en,,43.1700264,-107.5685348
Erika Lozada,erikaLozada7,1/2/2018 3:45,NoLink,"#MakeoverMonday 
First Viz of the New Year! https://t.co/PbURkIeAp6","Melbourne, Victoria",Unknown,en,http://pbs.twimg.com/media/DSgbEdVUIAA0rrH.jpg,-37.8142176,144.9631608
John DeJesus,JohnnyData22,1/2/2018 3:44,https://t.co/AaxskF0giU,#MakeoverMonday #2018w1 Viz. Tried to incorporate some of what I learned from last week and saw from others.? https://t.co/AaxskF0giU,"New York, USA",Unknown,en,,40.7306458,-73.9866136
Rodrigo Calloni,tableauing,1/2/2018 3:20,https://t.co/lxZjirwbRg,"#makeovermonday year 3 week 1

Chicken consumption per capita in the USA is on the rise

Link &gt;? https://t.co/lxZjirwbRg","Washington, DC",Unknown,en,,38.8949549,-77.0366456
Philip Riggs,PhilipDRiggs,1/2/2018 3:15,NoLink,My #MakeoverMonday submission. https://t.co/kdnDfQLlEG,"Fort Collins, Colorado",Mountain Time (US & Canada),en,http://pbs.twimg.com/media/DSgUFhlVQAEHq_m.jpg,40.5508527,-105.0668085
Anne Drake,DataAnne,1/2/2018 3:08,https://t.co/BPuxXt9meO,"Happy New Year!  Makeover Monday submission for 2018 Week 1

https://t.co/BPuxXt9meO via @tableaupublic? https://t.co/I55J89mFNC","Arizona, USA",Unknown,en,,34.395342,-111.7632755
Sean Miller,kcmillersean,1/2/2018 3:06,https://t.co/g6oiMFlm9r,"A new year of #MakeoverMonday has begun! This year, I'm going for 52.

For the first week, I'm showing how American? https://t.co/g6oiMFlm9r","Kansas City, MO",Central Time (US & Canada),en,,38.73285,-94.534816
Suraj Shah,surajshah212,1/2/2018 2:33,https://t.co/ueCR0fNnHc,"#MakeoverMonday Catch Up 2017 Week 44: Gazetted Holidays in India

https://t.co/ueCR0fNnHc

@VizWizBI @TriMyData? https://t.co/IlJDVGLOqC","Phoenix, AZ",Arizona,en,,33.4485866,-112.0773456
Oleg Kalenichenko,olegkal,1/2/2018 2:03,https://t.co/4OqgiGRZae,"#MakeoverMonday Week 1: Should Chickens Be Concerned?
https://t.co/4OqgiGRZae
@VizWizBI @TriMyData #MMVizReview https://t.co/P7ACXnKZ5m","Chesapeake, VA, USA",Eastern Time (US & Canada),en,http://pbs.twimg.com/media/DSgDo_MX4AAn-pk.jpg,36.7183708,-76.2466798
Frederic Fery,_mydata,1/2/2018 1:58,https://t.co/UTcwygwqRJ,After 4 weeks summer holidays I know I should probably focus on poultry &amp; livestock #MakeoverMonday data but sortin? https://t.co/UTcwygwqRJ,Brisbane Australia,Brisbane,en,,-27.4689682,153.0234991
nik azinuddin,nikazinuddin,1/2/2018 1:07,https://t.co/dA5vHLtncY,#MakeoverMonday #MMVizReview Week 1 2018. @VizWizBI @TriMyData https://t.co/dA5vHLtncY https://t.co/LpYSD1VdfI,"Kuala Lumpur Federal Territory, Malaysia",Unknown,en,http://pbs.twimg.com/media/DSf2HGjU8AEOzoU.jpg,2.7243827,101.7381037
Charis Klimas,CharisKlimas,1/1/2018 23:31,https://t.co/waq9fypXpz,"Bird's the Word: Changing trends in U.S. meat consumption, 1968 to 2018 #MakeoverMonday #mmvizreview @VizWizBI? https://t.co/waq9fypXpz",Unknown,Pacific Time (US & Canada),en,,,
Shanaka Gunaratna,shanakagun,1/1/2018 23:26,https://t.co/gYvyeM6rL1,#MakeoverMonday week 1 2018 data is up! U.S. Per Capita Consumption of Poultry and Livestock (data via? https://t.co/gYvyeM6rL1,Melbourne,Melbourne,en,,-37.8142176,144.9631608
Nai Louza,nai_louza,1/1/2018 23:23,https://t.co/Z0SaH84tL1,"My #NewYearsResolution is to participate in every #makeovermonday this year, even if I'm late, even if I don't thin? https://t.co/Z0SaH84tL1",Unknown,Unknown,en,,,
Brian Delehanty,brianjdelehanty,1/1/2018 23:20,https://t.co/75qTOzMZ9E,First #MakeoverMonday since Thanksgiving. Two quick and easy ones for you @TriMyData and @vizwizbi? https://t.co/75qTOzMZ9E,"Laguna Hills, CA",Mountain Time (US & Canada),en,,33.5948758,-117.6882067
Mike Cisneros,mikevizneros,1/1/2018 23:13,https://t.co/DOUmG9qZFY,"If you've ever been frustrated while working on a #MakeoverMonday, feel free to watch this video of my ""creative pr? https://t.co/DOUmG9qZFY","Washington, DC",Unknown,en,,38.8949549,-77.0366456
Louise Shorten,shortenl,1/1/2018 23:04,https://t.co/PbQ7NCGT9O,Happy new year #makeovermonday people! Back after a break for week 1 2018 and have reached 50 vizzes on? https://t.co/PbQ7NCGT9O,"Dublin, Ireland",London,en,,53.3497645,-6.2602732
Paul Wachtler,PaulWachtlerPMP,1/1/2018 22:53,https://t.co/syVWVaREs3,First #MakeoverMonday of the year!  Average Annual Per Capita Protein Consumption in the US from 1970 - 2009? https://t.co/syVWVaREs3,Washing,Unknown,en,,4.7102396,-74.1286848
Brent Mathison,gbm5,1/1/2018 22:14,https://t.co/uMVxhwHAU1,"My first #Tableau #MakeoverMonday attempt:
https://t.co/uMVxhwHAU1 https://t.co/kvNQwQ2JBE","maynard, ma",Eastern Time (US & Canada),en,http://pbs.twimg.com/media/DSfPOQbVAAA7wU5.jpg,42.4321064,-71.4539683
Mike Cisneros,mikevizneros,1/1/2018 22:08,https://t.co/9xXh8RlNvw,"Stop telling us to eat more chicken. We do. We already eat all the chicken. #MakeoverMonday

Viz:? https://t.co/9xXh8RlNvw","Washington, DC",Unknown,en,,38.8949549,-77.0366456
Aparna,AparnaNelapati,1/1/2018 21:59,https://t.co/nZV59IcmxA,My #MakeoverMonday  submission in New Year 1st week of 2018 Poultry consumption in US(1960-2017)? https://t.co/nZV59IcmxA,Unknown,Unknown,en,,,
Robert Crocker,robcrock,1/1/2018 21:41,https://t.co/owFsPPrtLC,@TriMyData @VizWizBI #makeovermonday #2018w1 #tableau https://t.co/owFsPPrtLC thank you so much for continuing this? https://t.co/hYItvu3GZ3,Australia,Pacific Time (US & Canada),en,,-24.7761086,134.755
Sergey Yasinov,SergeyYas,1/1/2018 21:37,https://t.co/v41ZNdDj6f,#MakeoverMonday Week 1 @VizWizBI @TriMyData https://t.co/v41ZNdDj6f https://t.co/pvDvON5jN7,Israel,Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DSfF5ArWAAEVkLz.jpg,30.8760272,35.0015196
Jeremy Keeton,JeremyPK,1/1/2018 21:27,NoLink,"First Ever #MakeoverMonday, 2018 Week 1.
Is adding fish ok? :P https://t.co/E7dKvEIINn",seattle,Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DSfEg1-U8AE1TSU.jpg,47.6038321,-122.3300624
Lisa Ferretti,lisaferretti29,1/1/2018 21:26,https://t.co/vwyOEa5ZIV,First #MakeoverMonday of 2018 is up at https://t.co/vwyOEa5ZIV! Chicken has sailed past beef &amp; pork in per capita c? https://t.co/S62gKvOH5F,"Philadelphia, PA",Pacific Time (US & Canada),en,,39.9523993,-75.1635899
Angie Chen,databutterfly,1/1/2018 21:19,https://t.co/GMmlipJBfA,Happy New Year! ? First #MakeoverMonday of 2018 - it's a Makeover Monday Meat Mania! Try saying that five times fas? https://t.co/GMmlipJBfA,"Mountain View, CA",Unknown,en,,45.5073725,-73.6050824
Ed,edmundneil,1/1/2018 21:15,https://t.co/04NmfNnvKC,My first submission to #MakeoverMonday  #MMVizReview Link: https://t.co/04NmfNnvKC https://t.co/8CcPcSDt3x,Costa Rica,Central America,en,http://pbs.twimg.com/media/DSfB6prVwAArPFy.jpg,10.2735633,-84.0739102
Jeff Plattner,JtothaVizzo,1/1/2018 21:14,https://t.co/rmARgbWdec,WK1 2018 #MakeoverMonday Where's the Beef? Americans are eating much more chicken and have been consistently cuttin? https://t.co/rmARgbWdec,"Minneapolis, MN",Pacific Time (US & Canada),en,,44.9772995,-93.2654692
graph hopper,graph_hopper,1/1/2018 21:09,https://t.co/lMQyQOIgIL,"Poultry vs Red Meat Consumption, coloured by decade

#makeovermonday 2018 week 1
#mmvizreview 

@VizWizBI? https://t.co/lMQyQOIgIL",Unknown,Unknown,en,,,
Young Song,ycsong21,1/1/2018 21:08,https://t.co/eaaWMo7Ty5,"@VizWizBI @TriMyData The first #MakeoverMonday submission of 2018, and the 10th submission since the first one back? https://t.co/eaaWMo7Ty5","Brisbane, Queensland",Unknown,en,,-27.4689682,153.0234991
Steven Watson,watsonstevenc,1/1/2018 20:53,https://t.co/wR2yEC2Jzy,Happy New Year 2018! #MakeoverMonday week 1 looking at how much meat (poultry!) Americans eat.? https://t.co/wR2yEC2Jzy,"Fort Worth, TX",Unknown,en,,32.753177,-97.3327459
Karen Hinson,knhinson,1/1/2018 20:53,https://t.co/5dSBvdH0VB,Week 1 #Tableau #MakeoverMonday https://t.co/5dSBvdH0VB https://t.co/1wIzAIl5MP,"Atlanta, GA",Eastern Time (US & Canada),en,http://pbs.twimg.com/media/DSe8ir7UQAANTfr.jpg,33.7490987,-84.3901849
BeautifulLiving,ladyunyko,1/1/2018 20:38,https://t.co/gOoAnLUUSY,$9 NYX glitter primer set and loving the look.(eyes and lips Kylie naughty palette and Posie K lined with Ho Ho Ho)? https://t.co/gOoAnLUUSY,"Mississippi, USA",Unknown,en,,32.9715645,-89.7348497
Lee,leecarter,1/1/2018 20:01,https://t.co/2DmjID32Mm,First #makeovermonday of 2018. A family simple approach this time https://t.co/2DmjID32Mm #Tableau #dataviz https://t.co/zlzbqUIc2q,"Manchester, England",London,en,http://pbs.twimg.com/media/DSev6HQX4AAKj2e.jpg,53.4791301,-2.2441009
alex,ealexdixon,1/1/2018 19:39,https://t.co/z2tUHDFfnJ,"My first #MakeoverMonday of 2018. Making an effort to be an active (and positive) participant this year.

U.S. Chic? https://t.co/z2tUHDFfnJ","lexington, ky",Eastern Time (US & Canada),en,,38.0464066,-84.4970393
Korompai István,korompaiistvan,1/1/2018 19:07,https://t.co/pi3Y9yyb7c,"@TriMyData, @VizWizBI kicking off the new year with a #MakeoverMonday submission. I thought the original was missin? https://t.co/pi3Y9yyb7c",Unknown,Unknown,en,,,
Lucas Sproule,sproulelucas13,1/1/2018 18:43,https://t.co/zJ6Sx4wed5,I just found @mtedw on the MakeoverMonday Xmas tree! Check it out here https://t.co/zJ6Sx4wed5 #MakeoverMonday #MerryXmas,"Pennsylvania, USA",Unknown,en,,40.9699889,-77.7278831
Francisco Oviedo,oviferfr,1/1/2018 18:18,NoLink,"#MakeoverMonday  week1:Beef, Chicken and Pork Consumption in the US @VizWizBI @TriMyData 
 Happy Year 2018 ?? https://t.co/kPZrchecUR",Unknown,Unknown,en,http://pbs.twimg.com/media/DSeZHX0W4AAXJ0L.jpg,,
Nick Cooling,vizinQ,1/1/2018 18:02,https://t.co/bbnPqo3gvX,#MakeoverMonday 2018 Week 1 U.S. Meat Consumption. I'm really liking the new @datadotworld platform! First viz usin? https://t.co/bbnPqo3gvX,"Illinois, USA",Unknown,en,,40.0796319,-89.4339809
Peter Empey,PeterEmpey,1/1/2018 17:50,https://t.co/ZrJV9CgLEw,First submission of the year for #MakeoverMonday. Percent Change in the per capita US meat consumption.? https://t.co/ZrJV9CgLEw,"Bountiful, UT",Unknown,en,,40.8894611,-111.8804817
Lindsay Betzendahl,ZenDollData,1/1/2018 17:48,https://t.co/MlMd83PrzM,"First #tableau #makeovermonday #dataviz of 2018! Not surprised poultry is on the rise, but let's not forget about f? https://t.co/MlMd83PrzM",CT,Eastern Time (US & Canada),en,,41.6500201,-72.7342163
Mark Bradbourne,MarkBradbourne,1/1/2018 17:42,https://t.co/fRvDDTTz7j,Poultry and Red Meat Consumption in the US #MakeoverMonday https://t.co/fRvDDTTz7j https://t.co/0MtxAa8wCE,"Cleveland, OH",Eastern Time (US & Canada),en,http://pbs.twimg.com/media/DSeQ-3eX4AA_IhC.jpg,41.5051613,-81.6934446
Matt Francis,Matt_Francis,1/1/2018 16:55,https://t.co/aTVDYp0Lek,"Print this, laminate and frame it. Let it be your dataviz mantra for 2018 #tableau #dataviz #MakeoverMonday https://t.co/aTVDYp0Lek",UK,Amsterdam,en,,54.7023545,-3.2765753
Pamela Germain,PamelaGFT9,1/1/2018 16:51,https://t.co/oV94yFYRU4,"#MakeoverMonday  @VizWizBI @TriMyData
https://t.co/oV94yFYRU4 https://t.co/taUm2bsUxT","Chicago, IL",America/Chicago,und,http://pbs.twimg.com/media/DSeFYU4XkAAROFh.jpg,41.8755546,-87.6244212
Mark Jurries II,PresbyGuy616,1/1/2018 16:24,https://t.co/NNJvHMRXBe,First #MakeoverMonday of the year! The original was pretty good to begin with and I thought the absolute numbers to? https://t.co/NNJvHMRXBe,"Grand Rapids, MI",Eastern Time (US & Canada),en,,42.9632405,-85.6678639
graph hopper,graph_hopper,1/1/2018 16:10,https://t.co/TachInYJHd,"How to get Data World datasets into Tableau without exporting and uploading

1) in Data World, Export&gt;Tableau
2) in? https://t.co/TachInYJHd",Unknown,Unknown,en,,,
Umar Hassan,umarjourno,1/1/2018 15:56,https://t.co/99ANLv61gt,"First #MakeoverMonday of 2018, looking at livestock and poultry consumption per capita in the US. Kept it nice and? https://t.co/99ANLv61gt","Birmingham, England",London,en,,52.4776875,-1.8948516
Chantal Melser,Mongoosita,1/1/2018 15:54,NoLink,"Very first coming out of fastly done #MakeoverMonday. week 1 2018. ?Chicken, pray for antother crisis?. https://t.co/0cK9KcQO5u","Nederland, Utrecht.",Amsterdam,en,http://pbs.twimg.com/media/DSd4SiaWkAEmWI6.jpg,52.08095165,5.127680315
db,dbushnell1,1/1/2018 15:03,https://t.co/QpyuNLUyAw,"Kicking off 2018 with #makeovermonday #MMVizReview. Pork vs Chicken Consumption...https://t.co/QpyuNLUyAw

Happy Ne? https://t.co/o2jJeuWxwc",Unknown,Quito,en,,,
Ben Davis,benjamesdavis,1/1/2018 15:02,https://t.co/b1rA7Ruuu1,"10 hrs ago, I never thought I'd be knocking together a #MakeoverMonday later in the day. 

But here it is...? https://t.co/b1rA7Ruuu1","London, England ",Europe/London,en,,51.5073219,-0.1276474
QVC UK,qvcuk,1/1/2018 15:00,https://t.co/rA8qwvINFT,Get up and glow with our new #MakeoverMonday tutorial! Watch &gt; https://t.co/rA8qwvINFT https://t.co/fwbjSTSYuB,Unknown,London,en,http://pbs.twimg.com/ext_tw_video_thumb/947844956034498561/pu/img/l52tDEk-1sYIt9oL.jpg,,
Charlie Hutcheson,CharlieHTableau,1/1/2018 14:55,https://t.co/R9oij9MLNs,"@sarahlovesdata @mtedw @VizWizBI @chickencouncil @datadotworld @TriMyData Can't find anything, but it wouldn't make? https://t.co/R9oij9MLNs","Salisbury, England",Unknown,en,,51.0736612,-1.7951176
Mark Edwards,mtedw,1/1/2018 14:41,https://t.co/tvqM06L0rD,@sarahlovesdata @CharlieHTableau @VizWizBI @chickencouncil @datadotworld @TriMyData You guys familiar with whether? https://t.co/tvqM06L0rD,East Dulwich,London,en,,51.4585551,-0.0727322
Charlie Hutcheson,CharlieHTableau,1/1/2018 14:15,https://t.co/wv6cOlBZ3o,My final #MakeoverMonday submission is here: https://t.co/wv6cOlBZ3o If anyone wants any guidance about accessing d? https://t.co/FIU0lYp6lj,"Salisbury, England",Unknown,en,,51.0736612,-1.7951176
Tushar More,tusharz_more,1/1/2018 14:03,https://t.co/9sK0hB85Y3,"First #MakeoverMonday of the year #MMVizReview .... Is chicken getting more popular in the US ?

Happy new year? https://t.co/9sK0hB85Y3",Unknown,New Delhi,en,,,
Lindsay Betzendahl,ZenDollData,1/1/2018 13:07,https://t.co/qwcCfZC1EX,"New Year?s resolution: get in on the #makeovermonday data bandwagon!! All 52 may be hard, but I?m excited to enhanc? https://t.co/qwcCfZC1EX",CT,Eastern Time (US & Canada),en,,41.6500201,-72.7342163
Sarah Burnett,sezbee,1/1/2018 12:54,https://t.co/Ucm459EZ0R,#makeovermonday 2018 week 1 kicked off &amp; ready for #mmvizreview thanks @TriMyData &amp; @VizWizBI for getting this up o? https://t.co/Ucm459EZ0R,Singapore,Wellington,en,,1.2904753,103.8520359
Rodrigo Calloni,tableauing,1/1/2018 2:55,https://t.co/rqFFoHzLBj,"to wrap up 2017 the final update to the #MakeoverMonday Xmas tree! What a summary of great vizzes! 

link &gt;? https://t.co/rqFFoHzLBj","Washington, DC",Unknown,en,,38.8949549,-77.0366456
Sean Miller,kcmillersean,12/31/2017 23:11,https://t.co/Z5Z7epLvM9,"#DataMemories: 
48 #dataviz?s in 2017 
- 20 Personal projects
- 13 #WorkoutWednesday
- 12 #MakeoverMonday 
- 2? https://t.co/Z5Z7epLvM9","Kansas City, MO",Central Time (US & Canada),en,,38.73285,-94.534816
Abhishek Rao,thedatarao,12/31/2017 21:33,https://t.co/Jw8Nrhr0KO,@TableauSoftware is on top of my to-do lists this year.. 3 months into Tableau and I've learnt a lot!! All thanks t? https://t.co/Jw8Nrhr0KO,Unknown,Unknown,en,,,
Surya Teja,suryateja110,12/31/2017 19:48,https://t.co/73MwFA2HPi,I'm Glad I decided to ditch other social media and join twitter in the last quarter of 2017 for @tableau! It has re? https://t.co/73MwFA2HPi,"Philadelphia, PA",Unknown,en,,39.9523993,-75.1635899
Paul T McHale,RelatableData,12/31/2017 16:33,https://t.co/HK1a2swWf7,"New #MakeoverMonday blog post
2016 Week 3 - Consumers weigh-in on their intended technology purchases 
My first dyn? https://t.co/HK1a2swWf7","Raleigh, NC",Pacific Time (US & Canada),en,,35.7803977,-78.6390989
Charlie Hutcheson,CharlieHTableau,12/31/2017 14:38,https://t.co/pkw5NcWhyT,On the verge of putting something completely arbitrary in the footer of all my 2018 #MakeoverMonday submissions. An? https://t.co/pkw5NcWhyT,"Salisbury, England",Unknown,en,,51.0736612,-1.7951176
Jade Le Van,Jadalytics,12/31/2017 9:15,https://t.co/xyT2ef2ebM,"@sarahlovesdata Great idea to share all your 2017 #MakeoverMonday quizzes in a Moment, Sarah! I had never seen your? https://t.co/xyT2ef2ebM","Île-de-France, France",Paris,en,,48.6443057,2.7537863
Samantha León,SamanthaLeonB,12/31/2017 7:16,https://t.co/fnZ6ac5xLG,#makeovermonday Christmas trees sales in US!  https://t.co/fnZ6ac5xLG https://t.co/qTkr0pTXFJ,Unknown,Pacific Time (US & Canada),et,http://pbs.twimg.com/media/DSW2Of4W4AEjCr0.jpg,,
Fi Gordon,VizChic,12/31/2017 4:04,https://t.co/W142eqGwHr,"@VizWizBI @VizDrath @BecomingDataSci Thanks Andy!  

Hey Olga, I've followed you on twitter now, feel free to reach? https://t.co/W142eqGwHr",Sydney,Sydney,en,,-33.8548157,151.2164539
Rodrigo Calloni,tableauing,12/31/2017 3:58,https://t.co/qFN1pzl03f,"2017 @tableau #DataMemories
52/52 #makeovermonday
3 #vizforsocialgood
4 Zen Masters met @VizBizWiz @HighVizAbility? https://t.co/qFN1pzl03f","Washington, DC",Unknown,en,,38.8949549,-77.0366456
S P Vishnu Sekhar,JackonJourney,12/31/2017 3:56,https://t.co/T43u2U5JfL,"Week 52: Americans are buying more fake Christmas trees @VizWizBI #MakeoverMonday @TriMyData @tableaupublic.

 2017? https://t.co/T43u2U5JfL","New Jersey, USA",Unknown,en,,40.0757384,-74.4041622
James Eselgroth,EzEagles01,12/31/2017 1:54,https://t.co/S0ImyA7Pgb,@VizWizBI @EmmaWhyte @tableaupublic So I?m trying to do the challenge and like the #MakeOverMonday this is my first? https://t.co/S0ImyA7Pgb,"San Antonio, TX",Unknown,en,,29.4246002,-98.4951405
Sarah Bartlett,sarahlovesdata,12/31/2017 0:14,https://t.co/QKnlORjo4y,Last #MakeoverMonday of 2017! Wk52 - Christmas tree sales #Tableau https://t.co/QKnlORjo4y https://t.co/MTUrFXjqQa,"Basingstoke, England",Unknown,en,http://pbs.twimg.com/media/DSVXdWzX4AAn2X_.jpg,51.262826,-1.0861976
Sarah Bartlett,sarahlovesdata,12/30/2017 22:17,https://t.co/HhJnKntwFp,Don?t put it off any longer. Make 2018 the year you start participating in #MakeoverMonday. If you don?t know where? https://t.co/HhJnKntwFp,"Basingstoke, England",Unknown,en,,51.262826,-1.0861976
Sarah Bartlett,sarahlovesdata,12/30/2017 22:13,https://t.co/dOUcrMUywI,A look back at all of my #MakeoverMonday vizzes this year #Tableau https://t.co/dOUcrMUywI,"Basingstoke, England",Unknown,en,,51.262826,-1.0861976
Ken Flerlage,flerlagekr,12/30/2017 22:12,https://t.co/7Lo0oZdBr7,All of @AnnUJackson's fabulous 2017 #makeovermonday vizzes https://t.co/7Lo0oZdBr7,"Williamsport, PA",Unknown,en,,41.2493292,-77.0027671
Ken Flerlage,flerlagekr,12/30/2017 22:06,https://t.co/O5fsk9bQHs,@AnnUJackson Oh I love this idea. I didn't do many #makeovermonday vizzes but it would be fun to create one of my o? https://t.co/O5fsk9bQHs,"Williamsport, PA",Unknown,en,,41.2493292,-77.0027671
Paul T McHale,RelatableData,12/30/2017 20:53,https://t.co/aDMaUJgZEL,"#MakeoverMonday 2016 Week 3
Consumers weigh-in on their intended technology purchases
My first attempt at using col? https://t.co/aDMaUJgZEL","Raleigh, NC",Pacific Time (US & Canada),en,,35.7803977,-78.6390989
Ann Jackson,AnnUJackson,12/30/2017 20:42,https://t.co/UwWPCSP2o6,A look at my year of #Tableau #MakeoverMonday vizzes GIF style | all 52 sequentially ordered | interact with all of? https://t.co/UwWPCSP2o6,"Phoenix, AZ",Unknown,en,,33.4485866,-112.0773456
Dr. Trent Tucker,ProfTucker,12/30/2017 19:36,https://t.co/0vfFjl9t4q,@TriMyData I've got a business analytics course coming up in the fall. I'm thinking I'll incorporate? https://t.co/0vfFjl9t4q,"Waterloo , Guelph",Quito,en,,43.4668311,-80.48319789
Spencer Baucke,JSBaucke,12/30/2017 19:24,https://t.co/5CEldcS7V6,"My 2017 @tableau #DataMemories are abundant! Here?s a short list!
?Participating in my first #MakeOverMonday
 ?Pres? https://t.co/5CEldcS7V6","Cincinnati, OH",Unknown,en,,39.1014537,-84.5124602
Simona Loffredo,simonaloffredo2,12/30/2017 15:40,https://t.co/7K2w87fxkQ,Quickly finishing a couple of #makeovermonday left behind :) | Here week 38 looking at @TriMyData triathlon races? https://t.co/7K2w87fxkQ,"City of London, London",Pacific Time (US & Canada),en,,51.5118606,-0.0780174
datadotworld,datadotworld,12/30/2017 15:10,https://t.co/G14zNHactO,"Each week, #MakeoverMonday posts a link to a chart and its data, and then you rework the chart. Whether it?s a simp? https://t.co/G14zNHactO","Austin, TX",Central Time (US & Canada),en,,30.2711286,-97.7436995
